bin1_start_0based	bin2_start_0based	observed_count
4952000	4975000	1
4961000	4975000	1
4962000	4975000	2
4971000	4975000	2
4972000	4975000	4
4973000	4975000	9
4974000	4975000	29
4975000	4975000	27
4803000	4976000	1
4804000	4976000	3
4806000	4976000	7
4807000	4976000	1
4808000	4976000	1
4809000	4976000	5
4811000	4976000	2
4812000	4976000	1
4813000	4976000	3
4814000	4976000	9
4815000	4976000	2
4816000	4976000	3
4817000	4976000	1
4818000	4976000	5
4819000	4976000	5
4820000	4976000	3
4822000	4976000	2
4823000	4976000	1
4824000	4976000	5
4825000	4976000	6
4826000	4976000	6
4827000	4976000	5
4828000	4976000	4
4830000	4976000	5
4831000	4976000	5
4832000	4976000	3
4833000	4976000	2
4834000	4976000	5
4835000	4976000	3
4836000	4976000	1
4838000	4976000	3
4839000	4976000	1
4840000	4976000	2
4841000	4976000	1
4842000	4976000	1
4845000	4976000	2
4847000	4976000	3
4848000	4976000	1
4849000	4976000	1
4850000	4976000	2
4851000	4976000	1
4852000	4976000	2
4853000	4976000	6
4854000	4976000	2
4855000	4976000	4
4856000	4976000	3
4857000	4976000	1
4858000	4976000	1
4863000	4976000	1
4864000	4976000	1
4865000	4976000	2
4866000	4976000	1
4867000	4976000	2
4868000	4976000	9
4869000	4976000	10
4870000	4976000	3
4871000	4976000	1
4873000	4976000	1
4874000	4976000	2
4875000	4976000	3
4877000	4976000	3
4878000	4976000	2
4879000	4976000	1
4882000	4976000	3
4884000	4976000	1
4885000	4976000	2
4886000	4976000	1
4890000	4976000	2
4891000	4976000	1
4894000	4976000	2
4895000	4976000	1
4896000	4976000	2
4897000	4976000	3
4898000	4976000	1
4900000	4976000	4
4902000	4976000	1
4903000	4976000	2
4906000	4976000	1
4907000	4976000	4
4910000	4976000	2
4912000	4976000	1
4914000	4976000	1
4924000	4976000	1
4926000	4976000	1
4927000	4976000	1
4928000	4976000	1
4931000	4976000	1
4934000	4976000	1
4935000	4976000	2
4936000	4976000	3
4937000	4976000	3
4939000	4976000	1
4941000	4976000	1
4942000	4976000	1
4943000	4976000	2
4944000	4976000	1
4945000	4976000	2
4946000	4976000	1
4947000	4976000	1
4948000	4976000	1
4949000	4976000	2
4950000	4976000	4
4951000	4976000	2
4952000	4976000	1
4953000	4976000	1
4954000	4976000	2
4956000	4976000	3
4957000	4976000	1
4959000	4976000	2
4960000	4976000	1
4961000	4976000	5
4962000	4976000	4
4963000	4976000	3
4964000	4976000	2
4965000	4976000	1
4966000	4976000	1
4968000	4976000	1
4969000	4976000	1
4971000	4976000	2
4972000	4976000	18
4973000	4976000	18
4974000	4976000	35
4975000	4976000	69
4976000	4976000	149
4804000	4977000	3
4805000	4977000	1
4806000	4977000	1
4807000	4977000	1
4808000	4977000	1
4809000	4977000	1
4810000	4977000	1
4811000	4977000	1
4812000	4977000	2
4813000	4977000	2
4814000	4977000	10
4815000	4977000	3
4816000	4977000	3
4817000	4977000	3
4818000	4977000	5
4819000	4977000	3
4820000	4977000	3
4822000	4977000	3
4823000	4977000	4
4824000	4977000	3
4825000	4977000	14
4826000	4977000	5
4827000	4977000	4
4828000	4977000	1
4829000	4977000	3
4830000	4977000	2
4831000	4977000	4
4832000	4977000	2
4834000	4977000	9
4835000	4977000	2
4836000	4977000	2
4839000	4977000	2
4840000	4977000	2
4841000	4977000	1
4842000	4977000	1
4845000	4977000	2
4846000	4977000	1
4848000	4977000	3
4850000	4977000	3
4851000	4977000	1
4852000	4977000	1
4853000	4977000	3
4857000	4977000	1
4858000	4977000	1
4862000	4977000	1
4864000	4977000	2
4866000	4977000	1
4867000	4977000	4
4868000	4977000	16
4869000	4977000	7
4870000	4977000	1
4871000	4977000	3
4872000	4977000	1
4873000	4977000	1
4874000	4977000	2
4878000	4977000	1
4879000	4977000	2
4881000	4977000	1
4885000	4977000	1
4886000	4977000	2
4889000	4977000	1
4892000	4977000	2
4894000	4977000	1
4895000	4977000	1
4898000	4977000	2
4899000	4977000	3
4901000	4977000	1
4904000	4977000	1
4906000	4977000	1
4908000	4977000	1
4909000	4977000	1
4911000	4977000	2
4916000	4977000	1
4924000	4977000	1
4925000	4977000	1
4928000	4977000	1
4931000	4977000	1
4934000	4977000	2
4935000	4977000	1
4940000	4977000	1
4942000	4977000	2
4943000	4977000	1
4944000	4977000	3
4946000	4977000	1
4947000	4977000	1
4948000	4977000	1
4949000	4977000	1
4952000	4977000	1
4953000	4977000	1
4954000	4977000	2
4955000	4977000	1
4956000	4977000	1
4958000	4977000	1
4959000	4977000	5
4960000	4977000	3
4962000	4977000	2
4963000	4977000	1
4964000	4977000	4
4965000	4977000	3
4966000	4977000	1
4971000	4977000	4
4972000	4977000	6
4973000	4977000	10
4974000	4977000	23
4975000	4977000	25
4976000	4977000	147
4977000	4977000	118
4804000	4978000	5
4805000	4978000	1
4806000	4978000	2
4810000	4978000	3
4813000	4978000	9
4814000	4978000	3
4815000	4978000	4
4816000	4978000	3
4817000	4978000	1
4819000	4978000	4
4820000	4978000	3
4821000	4978000	1
4825000	4978000	7
4826000	4978000	3
4827000	4978000	4
4828000	4978000	5
4829000	4978000	1
4830000	4978000	2
4831000	4978000	1
4832000	4978000	2
4833000	4978000	3
4834000	4978000	3
4835000	4978000	1
4836000	4978000	2
4837000	4978000	1
4838000	4978000	2
4842000	4978000	1
4845000	4978000	1
4846000	4978000	1
4849000	4978000	2
4850000	4978000	4
4852000	4978000	1
4853000	4978000	7
4855000	4978000	1
4857000	4978000	1
4858000	4978000	2
4864000	4978000	1
4866000	4978000	1
4867000	4978000	1
4868000	4978000	14
4869000	4978000	5
4874000	4978000	2
4881000	4978000	1
4884000	4978000	1
4885000	4978000	2
4886000	4978000	1
4893000	4978000	1
4894000	4978000	2
4898000	4978000	2
4899000	4978000	1
4900000	4978000	1
4902000	4978000	1
4903000	4978000	1
4904000	4978000	2
4906000	4978000	2
4908000	4978000	1
4910000	4978000	1
4912000	4978000	1
4916000	4978000	1
4928000	4978000	2
4930000	4978000	2
4932000	4978000	2
4935000	4978000	1
4937000	4978000	1
4939000	4978000	2
4945000	4978000	2
4949000	4978000	6
4958000	4978000	1
4959000	4978000	2
4960000	4978000	1
4965000	4978000	1
4972000	4978000	2
4973000	4978000	4
4974000	4978000	6
4975000	4978000	5
4976000	4978000	66
4977000	4978000	140
4978000	4978000	191
4803000	4979000	1
4804000	4979000	1
4805000	4979000	1
4807000	4979000	2
4808000	4979000	1
4810000	4979000	1
4812000	4979000	1
4814000	4979000	4
4815000	4979000	2
4818000	4979000	3
4819000	4979000	8
4820000	4979000	4
4822000	4979000	1
4823000	4979000	2
4825000	4979000	6
4826000	4979000	3
4827000	4979000	4
4828000	4979000	4
4830000	4979000	3
4831000	4979000	5
4833000	4979000	2
4834000	4979000	5
4835000	4979000	1
4836000	4979000	1
4837000	4979000	2
4838000	4979000	1
4840000	4979000	1
4842000	4979000	2
4843000	4979000	1
4848000	4979000	1
4849000	4979000	4
4850000	4979000	1
4852000	4979000	1
4853000	4979000	1
4855000	4979000	1
4856000	4979000	1
4860000	4979000	2
4863000	4979000	1
4864000	4979000	1
4865000	4979000	2
4866000	4979000	1
4867000	4979000	3
4868000	4979000	12
4869000	4979000	9
4871000	4979000	1
4892000	4979000	1
4895000	4979000	1
4898000	4979000	6
4899000	4979000	1
4900000	4979000	1
4906000	4979000	1
4907000	4979000	1
4913000	4979000	1
4916000	4979000	1
4923000	4979000	1
4924000	4979000	2
4925000	4979000	2
4926000	4979000	2
4928000	4979000	2
4930000	4979000	1
4931000	4979000	1
4938000	4979000	1
4943000	4979000	1
4944000	4979000	1
4948000	4979000	1
4949000	4979000	1
4950000	4979000	1
4955000	4979000	1
4957000	4979000	1
4959000	4979000	3
4961000	4979000	1
4962000	4979000	1
4963000	4979000	1
4964000	4979000	1
4965000	4979000	3
4972000	4979000	2
4973000	4979000	1
4974000	4979000	7
4975000	4979000	7
4976000	4979000	38
4977000	4979000	37
4978000	4979000	92
4979000	4979000	125
4803000	4980000	3
4806000	4980000	2
4808000	4980000	1
4811000	4980000	2
4812000	4980000	1
4813000	4980000	1
4814000	4980000	5
4815000	4980000	2
4816000	4980000	2
4817000	4980000	1
4818000	4980000	3
4819000	4980000	9
4820000	4980000	3
4821000	4980000	5
4822000	4980000	3
4824000	4980000	1
4825000	4980000	10
4826000	4980000	1
4827000	4980000	1
4828000	4980000	3
4829000	4980000	1
4830000	4980000	5
4831000	4980000	4
4832000	4980000	3
4834000	4980000	4
4835000	4980000	4
4836000	4980000	3
4837000	4980000	1
4838000	4980000	3
4841000	4980000	1
4842000	4980000	1
4847000	4980000	1
4851000	4980000	2
4852000	4980000	2
4854000	4980000	1
4857000	4980000	1
4858000	4980000	1
4863000	4980000	1
4865000	4980000	2
4866000	4980000	1
4867000	4980000	2
4868000	4980000	12
4869000	4980000	3
4870000	4980000	1
4871000	4980000	1
4872000	4980000	2
4876000	4980000	1
4879000	4980000	1
4880000	4980000	1
4882000	4980000	1
4884000	4980000	1
4885000	4980000	1
4889000	4980000	1
4893000	4980000	1
4894000	4980000	1
4897000	4980000	2
4898000	4980000	3
4899000	4980000	1
4905000	4980000	1
4907000	4980000	1
4908000	4980000	2
4924000	4980000	1
4930000	4980000	1
4933000	4980000	1
4934000	4980000	1
4935000	4980000	1
4937000	4980000	3
4938000	4980000	1
4943000	4980000	3
4945000	4980000	2
4947000	4980000	1
4951000	4980000	1
4954000	4980000	3
4958000	4980000	1
4961000	4980000	1
4963000	4980000	1
4964000	4980000	2
4965000	4980000	2
4966000	4980000	1
4968000	4980000	3
4972000	4980000	2
4973000	4980000	2
4975000	4980000	5
4976000	4980000	19
4977000	4980000	31
4978000	4980000	50
4979000	4980000	112
4980000	4980000	100
4803000	4981000	1
4804000	4981000	1
4807000	4981000	1
4808000	4981000	1
4814000	4981000	3
4815000	4981000	1
4818000	4981000	1
4819000	4981000	1
4822000	4981000	1
4826000	4981000	2
4827000	4981000	2
4828000	4981000	1
4831000	4981000	3
4832000	4981000	1
4834000	4981000	3
4838000	4981000	1
4840000	4981000	2
4844000	4981000	1
4849000	4981000	1
4850000	4981000	1
4853000	4981000	1
4862000	4981000	1
4865000	4981000	1
4868000	4981000	4
4869000	4981000	1
4870000	4981000	2
4885000	4981000	1
4891000	4981000	1
4899000	4981000	1
4929000	4981000	1
4931000	4981000	1
4933000	4981000	1
4944000	4981000	2
4945000	4981000	1
4954000	4981000	1
4960000	4981000	1
4965000	4981000	1
4972000	4981000	1
4975000	4981000	3
4976000	4981000	10
4977000	4981000	18
4978000	4981000	15
4979000	4981000	46
4980000	4981000	121
4981000	4981000	102
4806000	4982000	1
4809000	4982000	1
4812000	4982000	3
4814000	4982000	1
4819000	4982000	1
4822000	4982000	1
4831000	4982000	2
4833000	4982000	1
4834000	4982000	1
4837000	4982000	1
4855000	4982000	1
4863000	4982000	2
4866000	4982000	1
4868000	4982000	1
4869000	4982000	3
4870000	4982000	1
4873000	4982000	1
4880000	4982000	1
4892000	4982000	1
4894000	4982000	2
4934000	4982000	1
4936000	4982000	1
4948000	4982000	1
4962000	4982000	1
4972000	4982000	1
4974000	4982000	1
4976000	4982000	4
4977000	4982000	15
4978000	4982000	12
4979000	4982000	30
4980000	4982000	68
4981000	4982000	100
4982000	4982000	119
4808000	4983000	1
4812000	4983000	2
4814000	4983000	6
4815000	4983000	1
4817000	4983000	1
4819000	4983000	3
4825000	4983000	2
4827000	4983000	1
4830000	4983000	1
4831000	4983000	2
4853000	4983000	1
4854000	4983000	1
4862000	4983000	2
4869000	4983000	2
4891000	4983000	1
4899000	4983000	1
4909000	4983000	1
4916000	4983000	2
4930000	4983000	1
4936000	4983000	1
4942000	4983000	1
4944000	4983000	1
4971000	4983000	1
4974000	4983000	1
4975000	4983000	2
4976000	4983000	4
4977000	4983000	15
4978000	4983000	9
4979000	4983000	23
4980000	4983000	50
4981000	4983000	55
4982000	4983000	117
4983000	4983000	75
4803000	4984000	1
4807000	4984000	1
4814000	4984000	1
4819000	4984000	3
4820000	4984000	1
4823000	4984000	1
4825000	4984000	1
4827000	4984000	1
4828000	4984000	2
4830000	4984000	1
4832000	4984000	1
4833000	4984000	1
4834000	4984000	2
4837000	4984000	1
4843000	4984000	1
4848000	4984000	1
4865000	4984000	1
4868000	4984000	1
4883000	4984000	1
4888000	4984000	1
4899000	4984000	1
4900000	4984000	1
4903000	4984000	1
4904000	4984000	1
4906000	4984000	1
4911000	4984000	2
4936000	4984000	1
4955000	4984000	1
4976000	4984000	3
4977000	4984000	8
4978000	4984000	9
4979000	4984000	17
4980000	4984000	27
4981000	4984000	30
4982000	4984000	41
4983000	4984000	78
4984000	4984000	80
4805000	4985000	1
4807000	4985000	3
4814000	4985000	1
4819000	4985000	3
4820000	4985000	2
4825000	4985000	2
4834000	4985000	1
4848000	4985000	1
4850000	4985000	2
4868000	4985000	1
4902000	4985000	2
4934000	4985000	1
4957000	4985000	1
4976000	4985000	4
4977000	4985000	6
4978000	4985000	5
4979000	4985000	11
4980000	4985000	20
4981000	4985000	11
4982000	4985000	27
4983000	4985000	39
4984000	4985000	76
4814000	4986000	2
4816000	4986000	1
4818000	4986000	1
4825000	4986000	1
4826000	4986000	1
4830000	4986000	1
4831000	4986000	1
4850000	4986000	2
4853000	4986000	1
4857000	4986000	1
4868000	4986000	1
4869000	4986000	1
4873000	4986000	1
4882000	4986000	1
4889000	4986000	1
4910000	4986000	2
4942000	4986000	1
4976000	4986000	3
4977000	4986000	9
4978000	4986000	4
4979000	4986000	9
4980000	4986000	22
4981000	4986000	17
4982000	4986000	9
4983000	4986000	19
4984000	4986000	42
4804000	4987000	2
4805000	4987000	1
4809000	4987000	2
4810000	4987000	1
4812000	4987000	1
4813000	4987000	1
4814000	4987000	3
4815000	4987000	3
4817000	4987000	1
4818000	4987000	3
4819000	4987000	2
4820000	4987000	1
4824000	4987000	2
4825000	4987000	9
4827000	4987000	2
4828000	4987000	2
4829000	4987000	1
4830000	4987000	3
4831000	4987000	3
4833000	4987000	1
4835000	4987000	4
4836000	4987000	1
4849000	4987000	1
4850000	4987000	1
4853000	4987000	3
4856000	4987000	1
4857000	4987000	1
4862000	4987000	1
4867000	4987000	1
4868000	4987000	3
4869000	4987000	2
4870000	4987000	1
4871000	4987000	1
4882000	4987000	1
4885000	4987000	1
4895000	4987000	1
4897000	4987000	1
4898000	4987000	1
4910000	4987000	1
4913000	4987000	1
4930000	4987000	1
4937000	4987000	2
4943000	4987000	1
4944000	4987000	1
4959000	4987000	1
4960000	4987000	1
4961000	4987000	1
4964000	4987000	2
4972000	4987000	1
4975000	4987000	4
4976000	4987000	12
4977000	4987000	16
4978000	4987000	15
4979000	4987000	34
4980000	4987000	51
4981000	4987000	34
4982000	4987000	23
4983000	4987000	36
4984000	4987000	56
4807000	4988000	1
4814000	4988000	1
4817000	4988000	1
4819000	4988000	1
4825000	4988000	1
4827000	4988000	1
4829000	4988000	1
4830000	4988000	1
4831000	4988000	1
4834000	4988000	1
4838000	4988000	1
4852000	4988000	1
4853000	4988000	1
4864000	4988000	1
4865000	4988000	1
4869000	4988000	1
4873000	4988000	1
4879000	4988000	1
4882000	4988000	1
4900000	4988000	1
4906000	4988000	1
4966000	4988000	1
4974000	4988000	1
4975000	4988000	2
4977000	4988000	7
4978000	4988000	5
4979000	4988000	6
4980000	4988000	7
4981000	4988000	7
4982000	4988000	9
4983000	4988000	6
4984000	4988000	14
4806000	4989000	3
4809000	4989000	1
4814000	4989000	2
4815000	4989000	1
4816000	4989000	1
4818000	4989000	1
4819000	4989000	5
4820000	4989000	1
4822000	4989000	1
4828000	4989000	1
4829000	4989000	1
4832000	4989000	1
4833000	4989000	1
4834000	4989000	1
4843000	4989000	1
4844000	4989000	1
4848000	4989000	1
4851000	4989000	1
4867000	4989000	2
4868000	4989000	3
4869000	4989000	1
4870000	4989000	1
4882000	4989000	1
4901000	4989000	1
4904000	4989000	1
4911000	4989000	1
4926000	4989000	1
4934000	4989000	1
4950000	4989000	1
4974000	4989000	2
4975000	4989000	1
4976000	4989000	7
4977000	4989000	17
4978000	4989000	12
4979000	4989000	21
4980000	4989000	27
4981000	4989000	17
4982000	4989000	12
4983000	4989000	19
4984000	4989000	19
4814000	4990000	1
4819000	4990000	1
4820000	4990000	1
4824000	4990000	2
4829000	4990000	1
4834000	4990000	1
4849000	4990000	1
4856000	4990000	1
4869000	4990000	1
4955000	4990000	1
4958000	4990000	1
4972000	4990000	1
4975000	4990000	1
4976000	4990000	1
4977000	4990000	4
4979000	4990000	2
4980000	4990000	4
4981000	4990000	4
4982000	4990000	2
4983000	4990000	2
4984000	4990000	1
4809000	4991000	1
4812000	4991000	1
4814000	4991000	1
4843000	4991000	1
4866000	4991000	1
4973000	4991000	1
4978000	4991000	2
4980000	4991000	3
4981000	4991000	1
4982000	4991000	3
4983000	4991000	1
4984000	4991000	2
4824000	4992000	1
4825000	4992000	1
4844000	4992000	1
4853000	4992000	1
4868000	4992000	1
4906000	4992000	1
4951000	4992000	1
4976000	4992000	1
4977000	4992000	3
4978000	4992000	1
4979000	4992000	1
4980000	4992000	6
4981000	4992000	3
4983000	4992000	1
4984000	4992000	1
4806000	4993000	1
4822000	4993000	1
4825000	4993000	1
4854000	4993000	1
4975000	4993000	1
4977000	4993000	4
4978000	4993000	1
4979000	4993000	7
4980000	4993000	2
4982000	4993000	3
4983000	4993000	3
4984000	4993000	2
4814000	4994000	4
4816000	4994000	1
4818000	4994000	1
4822000	4994000	1
4824000	4994000	1
4825000	4994000	1
4831000	4994000	1
4838000	4994000	1
4851000	4994000	1
4858000	4994000	1
4868000	4994000	5
4884000	4994000	1
4887000	4994000	1
4898000	4994000	1
4915000	4994000	1
4934000	4994000	1
4951000	4994000	1
4958000	4994000	1
4975000	4994000	1
4976000	4994000	3
4977000	4994000	5
4978000	4994000	8
4979000	4994000	14
4980000	4994000	13
4981000	4994000	8
4982000	4994000	1
4983000	4994000	2
4984000	4994000	8
4810000	4995000	1
4814000	4995000	1
4816000	4995000	1
4819000	4995000	2
4822000	4995000	1
4824000	4995000	1
4825000	4995000	2
4831000	4995000	1
4834000	4995000	1
4847000	4995000	1
4849000	4995000	1
4866000	4995000	1
4868000	4995000	2
4870000	4995000	1
4876000	4995000	1
4879000	4995000	1
4902000	4995000	1
4906000	4995000	1
4938000	4995000	1
4959000	4995000	2
4972000	4995000	1
4975000	4995000	2
4976000	4995000	3
4977000	4995000	11
4978000	4995000	12
4979000	4995000	13
4980000	4995000	8
4981000	4995000	6
4982000	4995000	7
4983000	4995000	7
4984000	4995000	4
4805000	4996000	1
4814000	4996000	1
4815000	4996000	2
4817000	4996000	1
4818000	4996000	1
4825000	4996000	4
4826000	4996000	1
4830000	4996000	1
4831000	4996000	1
4836000	4996000	1
4837000	4996000	1
4838000	4996000	1
4853000	4996000	1
4863000	4996000	2
4868000	4996000	4
4891000	4996000	1
4909000	4996000	1
4958000	4996000	1
4976000	4996000	3
4977000	4996000	5
4978000	4996000	3
4979000	4996000	9
4980000	4996000	8
4981000	4996000	7
4982000	4996000	5
4983000	4996000	7
4984000	4996000	7
4813000	4997000	1
4822000	4997000	1
4823000	4997000	1
4829000	4997000	1
4849000	4997000	1
4863000	4997000	1
4867000	4997000	1
4900000	4997000	1
4901000	4997000	1
4944000	4997000	1
4977000	4997000	3
4979000	4997000	4
4980000	4997000	6
4982000	4997000	3
4983000	4997000	1
4984000	4997000	2
4849000	4998000	1
4875000	4998000	1
4889000	4998000	1
4898000	4998000	1
4937000	4998000	1
4976000	4998000	2
4977000	4998000	3
4978000	4998000	3
4979000	4998000	3
4981000	4998000	5
4982000	4998000	1
4983000	4998000	2
4984000	4998000	1
4807000	4999000	1
4813000	4999000	1
4816000	4999000	1
4819000	4999000	2
4820000	4999000	1
4824000	4999000	1
4825000	4999000	2
4827000	4999000	1
4828000	4999000	2
4831000	4999000	1
4833000	4999000	1
4834000	4999000	1
4851000	4999000	1
4868000	4999000	2
4881000	4999000	1
4902000	4999000	1
4911000	4999000	1
4926000	4999000	1
4948000	4999000	1
4950000	4999000	1
4976000	4999000	3
4977000	4999000	6
4978000	4999000	6
4979000	4999000	4
4980000	4999000	6
4981000	4999000	5
4982000	4999000	5
4983000	4999000	4
4984000	4999000	4
4804000	5000000	1
4814000	5000000	1
4824000	5000000	1
4831000	5000000	1
4840000	5000000	1
4841000	5000000	1
4855000	5000000	1
4862000	5000000	1
4869000	5000000	1
4881000	5000000	2
4975000	5000000	1
4976000	5000000	6
4977000	5000000	2
4978000	5000000	2
4979000	5000000	3
4980000	5000000	6
4981000	5000000	5
4982000	5000000	1
4983000	5000000	8
4984000	5000000	1
4811000	5001000	1
4816000	5001000	1
4818000	5001000	1
4827000	5001000	1
4849000	5001000	1
4869000	5001000	1
4908000	5001000	2
4932000	5001000	1
4976000	5001000	1
4977000	5001000	2
4978000	5001000	1
4980000	5001000	6
4981000	5001000	2
4984000	5001000	1
4804000	5002000	2
4814000	5002000	1
4815000	5002000	1
4819000	5002000	2
4821000	5002000	1
4823000	5002000	1
4824000	5002000	1
4825000	5002000	2
4827000	5002000	1
4830000	5002000	1
4831000	5002000	2
4832000	5002000	1
4834000	5002000	4
4835000	5002000	1
4842000	5002000	2
4856000	5002000	1
4867000	5002000	1
4868000	5002000	5
4869000	5002000	2
4872000	5002000	1
4879000	5002000	2
4882000	5002000	2
4887000	5002000	1
4894000	5002000	1
4898000	5002000	1
4914000	5002000	1
4928000	5002000	1
4936000	5002000	2
4944000	5002000	1
4969000	5002000	1
4976000	5002000	12
4977000	5002000	12
4978000	5002000	10
4979000	5002000	20
4980000	5002000	24
4981000	5002000	11
4982000	5002000	9
4983000	5002000	10
4984000	5002000	9
4821000	5003000	2
4826000	5003000	1
4830000	5003000	1
4831000	5003000	1
4853000	5003000	1
4854000	5003000	1
4867000	5003000	2
4930000	5003000	1
4943000	5003000	2
4976000	5003000	2
4978000	5003000	1
4979000	5003000	2
4980000	5003000	2
4981000	5003000	2
4983000	5003000	1
4984000	5003000	1
4825000	5004000	2
4831000	5004000	2
4849000	5004000	1
4952000	5004000	1
4972000	5004000	1
4976000	5004000	1
4977000	5004000	2
4979000	5004000	2
4981000	5004000	1
4982000	5004000	2
4984000	5004000	2
4814000	5005000	2
4825000	5005000	2
4826000	5005000	1
4827000	5005000	1
4830000	5005000	1
4833000	5005000	1
4834000	5005000	1
4838000	5005000	1
4848000	5005000	1
4851000	5005000	1
4853000	5005000	2
4857000	5005000	1
4868000	5005000	1
4898000	5005000	1
4938000	5005000	2
4977000	5005000	2
4979000	5005000	4
4980000	5005000	2
4981000	5005000	3
4982000	5005000	3
4983000	5005000	2
4984000	5005000	1
4814000	5006000	1
4817000	5006000	1
4830000	5006000	2
4977000	5006000	1
4978000	5006000	1
4979000	5006000	2
4980000	5006000	3
4982000	5006000	3
4983000	5006000	1
4984000	5006000	2
4807000	5007000	1
4813000	5007000	1
4814000	5007000	2
4822000	5007000	1
4830000	5007000	1
4831000	5007000	1
4832000	5007000	1
4834000	5007000	1
4858000	5007000	1
4868000	5007000	1
4893000	5007000	1
4905000	5007000	1
4931000	5007000	1
4976000	5007000	1
4977000	5007000	3
4978000	5007000	2
4979000	5007000	3
4980000	5007000	3
4981000	5007000	1
4983000	5007000	2
4984000	5007000	1
4814000	5008000	1
4818000	5008000	1
4825000	5008000	1
4831000	5008000	1
4840000	5008000	1
4850000	5008000	1
4868000	5008000	1
4902000	5008000	1
4955000	5008000	1
4977000	5008000	2
4978000	5008000	1
4979000	5008000	5
4980000	5008000	2
4981000	5008000	2
4982000	5008000	2
4984000	5008000	1
4806000	5009000	1
4808000	5009000	1
4819000	5009000	1
4822000	5009000	2
4829000	5009000	1
4845000	5009000	1
4869000	5009000	1
4880000	5009000	1
4975000	5009000	1
4976000	5009000	1
4977000	5009000	3
4978000	5009000	1
4979000	5009000	2
4980000	5009000	1
4982000	5009000	1
4983000	5009000	1
4810000	5010000	1
4814000	5010000	1
4819000	5010000	2
4826000	5010000	1
4827000	5010000	1
4832000	5010000	1
4961000	5010000	1
4975000	5010000	1
4977000	5010000	3
4978000	5010000	2
4979000	5010000	1
4980000	5010000	2
4981000	5010000	2
4982000	5010000	2
4983000	5010000	1
4984000	5010000	1
4804000	5011000	1
4818000	5011000	4
4823000	5011000	1
4824000	5011000	2
4826000	5011000	4
4828000	5011000	1
4830000	5011000	1
4831000	5011000	3
4832000	5011000	1
4835000	5011000	2
4839000	5011000	1
4844000	5011000	2
4850000	5011000	1
4853000	5011000	1
4868000	5011000	1
4869000	5011000	1
4885000	5011000	1
4895000	5011000	1
4898000	5011000	1
4934000	5011000	1
4949000	5011000	1
4962000	5011000	1
4976000	5011000	7
4977000	5011000	6
4978000	5011000	13
4979000	5011000	13
4980000	5011000	15
4981000	5011000	1
4982000	5011000	5
4983000	5011000	2
4984000	5011000	11
4808000	5012000	1
4812000	5012000	1
4814000	5012000	1
4818000	5012000	1
4819000	5012000	1
4821000	5012000	1
4823000	5012000	1
4825000	5012000	1
4826000	5012000	1
4830000	5012000	1
4831000	5012000	1
4834000	5012000	3
4848000	5012000	1
4868000	5012000	2
4892000	5012000	1
4922000	5012000	1
4945000	5012000	1
4973000	5012000	1
4976000	5012000	1
4977000	5012000	3
4978000	5012000	2
4979000	5012000	3
4980000	5012000	4
4983000	5012000	1
4984000	5012000	2
4807000	5013000	1
4808000	5013000	1
4813000	5013000	1
4814000	5013000	1
4820000	5013000	1
4826000	5013000	4
4827000	5013000	1
4831000	5013000	2
4834000	5013000	1
4835000	5013000	1
4853000	5013000	2
4868000	5013000	1
4869000	5013000	1
4871000	5013000	2
4928000	5013000	1
4943000	5013000	1
4946000	5013000	1
4952000	5013000	1
4964000	5013000	1
4965000	5013000	1
4976000	5013000	2
4977000	5013000	2
4978000	5013000	4
4979000	5013000	8
4980000	5013000	16
4981000	5013000	8
4982000	5013000	7
4983000	5013000	1
4984000	5013000	4
4807000	5014000	1
4822000	5014000	1
4834000	5014000	1
4835000	5014000	1
4838000	5014000	1
4840000	5014000	1
4850000	5014000	1
4856000	5014000	1
4867000	5014000	1
4873000	5014000	1
4898000	5014000	1
4926000	5014000	1
4962000	5014000	1
4974000	5014000	1
4976000	5014000	1
4977000	5014000	1
4978000	5014000	3
4979000	5014000	2
4980000	5014000	4
4981000	5014000	2
4982000	5014000	2
4983000	5014000	3
4984000	5014000	2
4805000	5015000	1
4818000	5015000	1
4831000	5015000	1
4853000	5015000	1
4904000	5015000	1
4914000	5015000	1
4943000	5015000	1
4972000	5015000	1
4976000	5015000	1
4977000	5015000	2
4978000	5015000	1
4979000	5015000	1
4981000	5015000	1
4982000	5015000	1
4984000	5015000	1
4809000	5016000	1
4813000	5016000	1
4814000	5016000	1
4816000	5016000	1
4818000	5016000	3
4823000	5016000	1
4824000	5016000	2
4825000	5016000	2
4828000	5016000	1
4832000	5016000	1
4865000	5016000	2
4868000	5016000	2
4891000	5016000	1
4915000	5016000	1
4976000	5016000	3
4977000	5016000	2
4978000	5016000	8
4979000	5016000	4
4980000	5016000	11
4981000	5016000	6
4982000	5016000	7
4983000	5016000	5
4984000	5016000	4
4806000	5017000	1
4807000	5017000	1
4810000	5017000	2
4812000	5017000	1
4814000	5017000	1
4819000	5017000	1
4822000	5017000	1
4824000	5017000	1
4829000	5017000	2
4831000	5017000	1
4832000	5017000	1
4834000	5017000	2
4836000	5017000	1
4837000	5017000	1
4838000	5017000	1
4839000	5017000	1
4840000	5017000	1
4841000	5017000	1
4850000	5017000	1
4853000	5017000	1
4865000	5017000	1
4871000	5017000	3
4906000	5017000	1
4907000	5017000	1
4914000	5017000	1
4938000	5017000	3
4946000	5017000	1
4961000	5017000	1
4973000	5017000	1
4974000	5017000	1
4976000	5017000	4
